appid,name,release_date,required_age,price,dlc_count,header_image,windows,mac,linux,metacritic_score,recommendations,supported_languages,full_audio_languages,publishers,positive,negative,average_playtime_forever,median_playtime_forever,discount,peak_ccu,pct_pos_total,num_reviews_total,tags_sep,publisher
2358720,Black Myth: Wukong,2024-08-19,13.0,59.99,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2358720/header.jpg?t=1739542141,True,False,False,0,825294,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Turkish']","['English', 'Simplified Chinese', 'Turkish']",['Game Science'],1098373,37811,0,0,0,35990,96.0,825621.0,"['Mythology', 'Action RPG', 'Action', 'Souls-like', 'RPG', 'Combat', 'Story Rich', 'Singleplayer', 'Action-Adventure', 'Drama', 'Dark Fantasy', 'Atmospheric', 'Adventure', '3D', 'Fantasy', 'Hack and Slash', 'Third Person', 'Difficult', 'Music', 'Violent']",Game Science
553850,HELLDIVERS™ 2,2024-02-08,17.0,39.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/553850/header.jpg?t=1741137570,True,False,False,0,716326,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Spanish - Latin America', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Traditional Chinese']",['PlayStation Publishing LLC'],743292,234931,0,0,0,48290,76.0,716489.0,"['Online Co-Op', 'PvE', 'Third-Person Shooter', 'Multiplayer', 'Action', 'Shooter', 'Co-op', 'Sci-fi', 'Capitalism', 'Space', 'Extraction Shooter', 'Third Person', 'Comedy', 'Gore', 'Violent', 'Great Soundtrack', 'Difficult', 'Psychological Horror', 'Singleplayer', 'Open World']",PlayStation Publishing LLC
239140,Dying Light,2025-01-27,17.0,19.99,41,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/239140/header.jpg?t=1738004178,True,True,True,87,336797,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Thai', 'Traditional Chinese', 'Turkish', 'Czech']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Czech']",['Techland'],428753,21594,0,0,0,6198,95.0,332069.0,"['Zombies', 'Survival Horror', 'Horror', 'Online Co-Op', 'Open World', 'Parkour', 'First-Person', 'Survival', 'Open World Survival Craft', 'Gore', 'FPS', 'Action', 'PvE', 'Stealth', 'PvP', 'Post-apocalyptic', 'Multiplayer', 'Story Rich', 'Action RPG', 'Hack and Slash']",Techland
1326470,Sons Of The Forest,2024-02-22,0.0,29.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1326470/header.jpg?t=1708624856,True,False,False,0,215190,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish']","['English', 'Turkish']",['Newnight'],212182,30041,0,0,0,6723,87.0,215221.0,"['Survival', 'Open World', 'Multiplayer', 'Co-op', 'Survival Horror', 'Base-Building', 'Horror', 'Crafting', 'First-Person', 'Building', 'Exploration', 'Adventure', 'Singleplayer', 'Atmospheric', 'Sandbox', 'Action-Adventure', 'Action', 'Simulation', 'Immersive Sim', 'Early Access']",Newnight
526870,Satisfactory,2024-09-10,0.0,39.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/header.jpg?t=1737364583,True,False,False,91,189253,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Traditional Chinese']",['Coffee Stain Publishing'],217300,6461,4676,1679,0,15097,97.0,189516.0,"['Base-Building', 'Automation', 'Open World', 'Multiplayer', 'Crafting', 'Co-op', 'Resource Management', 'Building', 'Sandbox', 'Exploration', 'Adventure', 'Open World Survival Craft', 'Survival', 'Simulation', 'First-Person', 'Strategy', 'Sci-fi', 'Singleplayer', 'Early Access', 'Indie']",Coffee Stain Publishing
2183900,"Warhammer 40,000: Space Marine 2",2024-09-09,0.0,38.99,9,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2183900/header_alt_assets_4.jpg?t=1741257806,True,False,False,82,112107,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Thai']","['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Thai']",['Focus Entertainment'],127245,26436,0,0,35,10334,83.0,112230.0,"['Warhammer 40K', 'Action', 'Third-Person Shooter', 'Multiplayer', 'Co-op', 'PvE', 'Adventure', 'Action-Adventure', 'Third Person', 'Sci-fi', 'Wargame', '3D', 'War', 'Fantasy', 'Space', 'Narration', 'Singleplayer', 'Realistic', 'Cinematic', 'Futuristic']",Focus Entertainment
2694490,Path of Exile 2,2024-12-06,0.0,29.99,3,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2694490/header.jpg?t=1736126604,True,False,False,0,104430,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Thai']","['English', 'Thai']",['Grinding Gear Games'],109452,27055,4533,1855,0,52708,81.0,104800.0,"['Action RPG', 'Hack and Slash', 'RPG', 'Loot', 'Action', 'Souls-like', 'Dark Fantasy', 'MMORPG', 'Isometric', 'Dungeon Crawler', 'Adventure', 'Multiplayer', 'Online Co-Op', 'Crafting', 'Character Customization', 'Free to Play', 'Inventory Management', 'Horror', 'Early Access', 'Dark']",Grinding Gear Games
2246340,Monster Hunter Wilds,2025-02-27,0.0,69.99,23,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2246340/header.jpg?t=1741142072,True,False,False,0,88048,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Spanish - Latin America', 'Portuguese - Brazil', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Korean']","['CAPCOM Co., Ltd.']",74671,58069,1765,1628,0,703236,62.0,94731.0,"['Hunting', 'Action', 'Multiplayer', 'Online Co-Op', 'Co-op', 'Dating Sim', 'Dragons', 'Open World', 'Character Customization', 'Third Person', 'Action RPG', 'Adventure', 'Fantasy', 'Cute', 'RPG', 'Singleplayer', 'Atmospheric', 'Great Soundtrack', 'Underwater', 'Sexual Content']","CAPCOM Co., Ltd."
304390,FOR HONOR™,2024-03-14,17.0,4.49,31,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/304390/header.jpg?t=1738011125,True,False,False,76,94309,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Czech']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Czech']",['Ubisoft'],103064,45201,2931,575,85,4821,69.0,94388.0,"['Medieval', 'Swordplay', 'Action', 'Multiplayer', 'Fighting', 'PvP', 'Third Person', 'War', 'Gore', 'Co-op', 'Singleplayer', 'Online Co-Op', 'Hack and Slash', 'Realistic', 'Strategy', 'Atmospheric', 'RPG', 'Fantasy', 'MOBA', 'Story Rich']",Ubisoft
1604030,V Rising,2024-05-08,0.0,34.99,5,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1604030/header.jpg?t=1733954722,True,False,False,0,91951,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Italian', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Russian', 'Turkish', 'Traditional Chinese', 'Thai']","['English', 'Thai']",['Stunlock Studios'],97850,12205,0,0,0,4834,89.0,91965.0,"['Survival', 'Open World', 'Base-Building', 'Vampire', 'Multiplayer', 'Crafting', 'Online Co-Op', 'PvP', 'PvE', 'Building', 'Hack and Slash', 'Sandbox', 'Exploration', 'Massively Multiplayer', 'Dark Fantasy', 'Action-Adventure', 'Action', 'Singleplayer', 'Adventure', 'Co-op']",Stunlock Studios
899770,Last Epoch,2024-02-21,0.0,34.99,8,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/899770/header.jpg?t=1740675477,True,False,False,80,90769,"['English', 'French', 'German', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Japanese']","['English', 'Japanese']",['Eleventh Hour Games'],77879,23010,5957,2587,0,1851,77.0,90649.0,"['Action RPG', 'Loot', 'Hack and Slash', 'RPG', 'Multiplayer', 'Isometric', 'Action', 'Adventure', 'Co-op', 'Top-Down', 'Dungeon Crawler', 'Indie', 'Singleplayer', 'Fantasy', 'Gore', 'MMORPG', 'Character Customization', 'Magic', 'Violent', 'Early Access']",Eleventh Hour Games
2527500,MiSide,2024-12-10,0.0,14.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2527500/header.jpg?t=1740650632,True,False,False,0,90184,"['English', 'Russian', 'Japanese', 'Simplified Chinese', 'French', 'German', 'Korean', 'Italian', 'Spanish - Spain', 'Ukrainian', 'Turkish', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America', 'Vietnamese', 'Hungarian', 'Indonesian', 'Thai', 'Swedish', 'Romanian', 'Traditional Chinese', 'Persian', 'Serbian', 'Filipino', 'Croatian']","['Russian', 'Japanese', 'Spanish - Spain', 'Turkish', 'Portuguese - Brazil', 'Spanish - Latin America', 'Croatian']","['IndieArk', 'Shochiku (Japan)']",101008,1836,0,0,0,1999,98.0,90341.0,"['Psychological Horror', 'Cute', 'Story Rich', 'Horror', 'First-Person', 'Singleplayer', '3D', 'Sexual Content', 'Atmospheric', 'Thriller', 'Conversation', 'Adventure', 'Drama', 'Puzzle', 'Simulation', 'Life Sim', 'RPG', '2D', 'Anime', 'Hidden Object']",IndieArk
1643320,S.T.A.L.K.E.R. 2: Heart of Chornobyl,2024-11-20,0.0,59.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1643320/header.jpg?t=1736770066,True,False,False,0,81896,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Arabic', 'Czech', 'Spanish - Latin America', 'Turkish', 'Serbian']","['English', 'Ukrainian', 'Serbian']","['GSC Game World (worldwide)', 'SEGA (Japan)', '4divinity (China and South East Asia)']",87284,19945,0,0,0,10036,82.0,82673.0,"['Open World', 'FPS', 'Post-apocalyptic', 'Survival', 'Atmospheric', 'Singleplayer', 'Shooter', 'Exploration', 'RPG', 'Story Rich', 'Action', 'First-Person', 'Lore-Rich', 'Sci-fi', 'Nonlinear', 'Multiple Endings', 'Choices Matter', 'Immersive Sim', 'Realistic', 'Cinematic']",GSC Game World (worldwide)
2054970,Dragon's Dogma 2,2024-03-21,17.0,69.99,22,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2054970/header.jpg?t=1732148252,True,False,False,88,69154,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Spanish - Latin America', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Polish']","['English', 'Japanese', 'Polish']","['CAPCOM Co., Ltd.']",63879,41354,0,0,0,2030,61.0,69172.0,"['Open World', 'RPG', 'Action RPG', 'Fantasy', 'Action', 'Singleplayer', 'Adventure', 'Dragons', 'Magic', 'Action-Adventure', 'Medieval', 'Character Customization', 'Swordplay', 'Third Person', 'Physics', 'Artificial Intelligence', 'Lore-Rich', 'Multiplayer', '3D', 'PvE']","CAPCOM Co., Ltd."
1363080,Manor Lords,2024-04-26,0.0,39.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1363080/header.jpg?t=1740185536,True,False,False,0,57974,"['English', 'German', 'Polish', 'Simplified Chinese', 'French', 'Japanese', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Italian', 'Turkish', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Swedish', 'Ukrainian']","['English', 'Ukrainian']",['Hooded Horse'],59810,9116,1333,909,0,3173,87.0,58144.0,"['City Builder', 'Strategy', 'Simulation', 'Base-Building', 'Management', 'Building', 'Singleplayer', 'Grand Strategy', 'Open World', 'Sandbox', 'Historical', 'RTS', 'Moddable', 'Resource Management', '4X', 'Replay Value', 'Real-Time with Pause', 'Economy', 'Colony Sim', 'Early Access']",Hooded Horse
1771300,Kingdom Come: Deliverance II,2025-02-04,0.0,59.99,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1771300/header.jpg?t=1739812122,True,False,False,88,56822,"['English', 'Italian', 'French', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Russian', 'Ukrainian']","['English', 'French', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Ukrainian']",['Deep Silver'],70637,4776,0,0,0,77751,93.0,58046.0,"['RPG', 'Medieval', 'Open World', 'Singleplayer', 'Realistic', 'First-Person', 'Story Rich', 'Adventure', 'Action', 'Combat', 'Historical', 'Political', 'Swordplay', 'Immersive', 'Alternate History', 'Choices Matter', 'Atmospheric', 'LGBTQ+', 'Action-Adventure', '3D']",Deep Silver
1145350,Hades II,2024-05-06,0.0,29.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1145350/header.jpg?t=1739993549,True,True,False,0,57717,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Greek', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Ukrainian']","['English', 'Ukrainian']",['Supergiant Games'],58314,3170,0,0,0,7793,94.0,57793.0,"['Action', 'Rogue-like', 'Rogue-lite', 'Hack and Slash', 'RPG', 'Action Roguelike', 'Dungeon Crawler', 'Action RPG', 'Mythology', 'Isometric', 'Hand-drawn', 'Story Rich', 'Female Protagonist', 'Singleplayer', 'Atmospheric', 'Souls-like', 'Indie', 'Early Access', 'Perma Death', 'Difficult']",Supergiant Games
1304930,The Outlast Trials,2024-03-05,0.0,39.99,3,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1304930/header.jpg?t=1736457615,True,False,False,0,52519,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Traditional Chinese']","['English', 'French', 'Traditional Chinese']",['Red Barrels'],58997,4100,1070,553,0,1930,93.0,52689.0,"['Horror', 'Multiplayer', 'Co-op', 'Survival Horror', 'Psychological Horror', 'First-Person', 'PvE', 'Character Customization', 'Stealth', 'Action', 'Action-Adventure', 'Survival', 'Dark Humor', 'Dark', 'Realistic', 'Alternate History', 'Atmospheric', 'Science', 'Adventure', 'Management']",Red Barrels
2669320,EA SPORTS FC™ 25,2024-09-26,0.0,20.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2669320/header.jpg?t=1740132694,True,False,False,0,51916,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish']",['Electronic Arts'],27017,29259,0,0,70,67025,48.0,52538.0,"['Sports', 'Simulation', 'Football (Soccer)', 'Controller', 'Multiplayer', 'e-sports', 'Competitive', 'Local Co-Op', 'Family Friendly', 'Singleplayer', 'Online Co-Op', 'Local Multiplayer', 'PvP', 'Modern', 'Realistic', 'Co-op', 'Soundtrack', 'Split Screen', 'LGBTQ+', 'Free to Play']",Electronic Arts
2479810,Gray Zone Warfare,2024-04-30,0.0,34.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2479810/header.jpg?t=1739791026,True,False,False,0,50920,['English'],['English'],"['MADFINGER Games, a.s.']",36667,18290,2560,738,0,1953,66.0,50972.0,"['Realistic', 'Military', 'Extraction Shooter', 'FPS', 'Open World', 'Survival', 'Tactical', 'Shooter', 'Multiplayer', 'PvE', 'PvP', 'First-Person', 'Massively Multiplayer', 'Co-op', 'Gun Customization', 'Early Access', 'Exploration', 'Action', 'Adventure', 'Modern']","MADFINGER Games, a.s."
1284190,The Planet Crafter,2024-04-10,0.0,16.79,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1284190/header.jpg?t=1736781400,True,False,False,0,47421,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Polish', 'Portuguese - Portugal', 'Korean', 'Japanese', 'Portuguese - Brazil', 'Italian', 'Traditional Chinese', 'Turkish']","['English', 'Turkish']",['Miju Games'],48526,1977,2207,1856,30,2546,96.0,47616.0,"['Open World Survival Craft', 'Base-Building', 'Online Co-Op', 'Survival', 'Co-op', 'Building', 'Crafting', 'Open World', 'Exploration', 'Space', 'Automation', 'Sandbox', 'First-Person', 'Sci-fi', 'Singleplayer', 'Resource Management', 'Adventure', 'Story Rich', 'Immersive Sim', 'Aliens']",Miju Games
1790600,DRAGON BALL: Sparking! ZERO,2024-10-10,0.0,69.99,6,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/header.jpg?t=1737698207,True,False,False,83,43838,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Indonesian', 'Spanish - Latin America', 'Portuguese - Brazil', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Thai']","['English', 'Japanese', 'Thai']",['Bandai Namco Entertainment'],57303,6210,0,0,0,2160,90.0,43875.0,"['Anime', 'Action', 'Multiplayer', '3D Fighter', 'Local Multiplayer', 'Fighting', 'PvP', 'Combat', 'Martial Arts', 'Singleplayer', 'Competitive', '3D', 'Physics', 'Third Person', '2.5D', 'Co-op', 'PvE', 'Action-Adventure', 'Open World', 'Spectacle fighter']",Bandai Namco Entertainment
2567870,Chained Together,2024-06-19,0.0,4.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2567870/header.jpg?t=1732288374,True,False,False,0,43265,['English'],['English'],['Anegar Games'],45995,4635,374,261,0,1623,91.0,43440.0,"['Co-op', 'Adventure', 'Casual', 'Platformer', 'Puzzle-Platformer', 'Simulation', 'Action-Adventure', '3D Platformer', 'Third Person', 'Exploration', 'Funny', 'Online Co-Op', 'Multiplayer', 'Mystery', 'Post-apocalyptic', 'Emotional', 'Physics', 'Surreal', 'Controller', 'Choices Matter']",Anegar Games
2593370,The Hungry Lamb: Traveling in the Late Ming Dynasty,2024-04-22,0.0,6.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2593370/header.jpg?t=1739931147,True,False,False,0,41866,"['Simplified Chinese', 'Traditional Chinese', 'English', 'Japanese']","['Simplified Chinese', 'Traditional Chinese', 'Japanese']","['零创游戏(ZerocreationGame)', '2P Games']",48512,1743,295,443,30,815,96.0,42020.0,"['Visual Novel', 'Historical', 'Multiple Endings', 'Cooking', 'Interactive Fiction', 'Story Rich', 'Dating Sim', 'Dark', 'Adventure', 'Anime', 'Cute', 'Word Game', 'Drama', 'Romance', 'RPG', 'Psychological Horror', 'Singleplayer', 'Mystery', 'Casual', 'Medieval']",零创游戏(ZerocreationGame)
3097560,Liar's Bar,2024-10-02,0.0,6.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3097560/header.jpg?t=1735072240,True,False,False,0,39639,"['English', 'Turkish', 'Simplified Chinese', 'Russian']","['English', 'Russian']",['Curve Animation'],42178,3602,0,0,0,2328,91.0,40070.0,"['Multiplayer', 'Casual', 'PvP', 'Co-op', 'Online Co-Op', 'Gambling', 'Indie', 'FPS', 'Funny', '3D', 'First-Person', 'Dark', 'Puzzle', 'Tabletop', 'Horror', 'Board Game', 'Strategy', 'Gore', 'VR', 'Early Access']",Curve Animation
2215430,Ghost of Tsushima DIRECTOR'S CUT,2024-05-16,17.0,59.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2215430/header.jpg?t=1737495883,True,False,False,0,38417,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Croatian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America', 'Croatian']",['PlayStation Publishing LLC'],54296,3694,2117,1684,0,2923,93.0,38643.0,"['Action', 'Open World', 'Adventure', 'Story Rich', 'Singleplayer', 'Stealth', 'Combat', 'Third Person', 'Ninja', 'Action-Adventure', 'Action RPG', 'Multiplayer', 'Souls-like', 'Historical', 'Gore', 'Atmospheric', 'Violent', 'Exploration', 'Online Co-Op', 'Co-op']",PlayStation Publishing LLC
555160,Pavlov,2024-12-04,0.0,24.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/555160/header.jpg?t=1740613949,True,False,False,0,36922,['English'],['English'],['Vankrupt Games'],35447,4064,893,272,0,197,89.0,36941.0,"['VR', 'Shooter', 'Action', 'Multiplayer', 'FPS', 'Military', 'Zombies', 'First-Person', 'Gore', 'Funny', 'Singleplayer', 'Co-op', 'Violent', 'Competitive', 'PvP', 'Team-Based', 'Memes', 'Indie', 'Simulation', 'Online Co-Op']",Vankrupt Games
1845910,Dragon Age™: The Veilguard,2024-10-31,17.0,59.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1845910/header.jpg?t=1737678884,True,False,False,0,35026,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']","['English', 'French', 'German', 'Russian']",['Electronic Arts'],26547,11305,0,0,0,3772,69.0,35467.0,"['LGBTQ+', 'Fantasy', 'Singleplayer', 'RPG', 'Politics', 'Action RPG', 'Strategy', 'CRPG', 'Turn-Based Tactics', 'Character Customization', 'Action', 'Third Person', 'Adventure', 'Dragons', 'Magic', 'Romance', 'Story Rich', 'Multiple Endings', 'Lore-Rich', 'Choices Matter']",Electronic Arts
881020,Granblue Fantasy: Relink,2024-01-31,0.0,59.99,25,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/881020/header.jpg?t=1734923174,True,False,False,0,34857,"['Japanese', 'English', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'French']","['Japanese', 'English', 'French']","['Cygames, Inc.']",42157,4738,3568,2090,0,1658,89.0,34887.0,"['Anime', 'JRPG', 'Action RPG', 'Action', 'Online Co-Op', 'Multiplayer', 'Fantasy', 'RPG', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Spectacle fighter', '3D', 'Hack and Slash', 'Controller', 'Magic', 'Swordplay', 'PvE', 'Dragons', 'Tutorial']","Cygames, Inc."
2321470,Deep Rock Galactic: Survivor,2024-02-14,0.0,12.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2321470/header_alt_assets_9.jpg?t=1738933440,True,False,False,0,33400,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Italian', 'Korean', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Traditional Chinese', 'Ukrainian', 'Hungarian', 'Russian', 'Japanese', 'Polish', 'Bulgarian', 'Turkish', 'Czech', 'Dutch']","['English', 'Dutch']",['Ghost Ship Publishing'],30157,4646,1111,794,0,2615,86.0,33638.0,"['Dwarf', 'Action Roguelike', 'Bullet Hell', 'Rogue-lite', 'Top-Down Shooter', 'PvE', 'Arena Shooter', 'Top-Down', 'Procedural Generation', 'Action', 'Arcade', 'Sci-fi', 'Space', 'Singleplayer', 'Score Attack', 'Aliens', 'Atmospheric', 'Combat', 'Early Access', 'Dark']",Ghost Ship Publishing
50130,Mafia II (Classic),2025-02-25,18.0,29.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/50130/header.jpg?t=1730176761,True,False,False,77,33184,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Czech', 'Polish', 'Russian']","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Czech', 'Russian']",['2K'],51181,2994,0,0,0,377,93.0,33245.0,"['Action', 'Open World', 'Crime', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Automobile Sim', 'Shooter', 'Great Soundtrack', 'Adventure', 'Driving', 'America', 'Classic', 'Music', 'Nudity', 'Multiplayer', 'Sandbox', '3D Vision']",2K
1778820,TEKKEN 8,2024-01-25,0.0,69.99,12,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1778820/header.jpg?t=1741229561,True,False,False,91,31294,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Polish', 'Russian', 'Thai', 'Spanish - Latin America']","['English', 'Spanish - Latin America']",['Bandai Namco Entertainment'],34382,15553,3287,1779,0,6618,70.0,29709.0,"['Fighting', '3D Fighter', 'Action', 'Multiplayer', 'Local Multiplayer', 'e-sports', 'Arcade', 'PvP', 'Singleplayer', 'Competitive', 'Martial Arts', 'Character Customization', 'Casual', 'Great Soundtrack', 'Anime', 'Difficult', 'Controller', 'Story Rich', 'Sexual Content', 'Nudity']",Bandai Namco Entertainment
2406770,Bodycam,2024-06-07,0.0,33.32,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2406770/header.jpg?t=1740958110,True,False,False,0,29205,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese']","['English', 'Simplified Chinese']",['Reissad Studio'],23190,7578,547,347,0,288,75.0,29320.0,"['Early Access', 'Strategy', 'FPS', 'Military', 'Horror', 'Shooter', 'Immersive Sim', 'VR', 'PvP', 'PvE', 'Realistic', 'Survival', 'Stealth', 'First-Person', '3D', 'Action-Adventure', 'Tactical', 'Surreal', 'Action', 'Open World']",Reissad Studio
