appid,name,release_date,required_age,price,dlc_count,header_image,windows,mac,linux,metacritic_score,recommendations,supported_languages,full_audio_languages,publishers,positive,negative,average_playtime_forever,median_playtime_forever,discount,peak_ccu,pct_pos_total,num_reviews_total,tags_sep,publisher
2304440,Creatures of Ava,2024-08-07,0.0,24.99,3,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2304440/header.jpg?t=1737382876,True,False,False,72,181,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']","['English', 'Simplified Chinese']",['11 bit studios'],281,22,0,0,0,7,89.0,185.0,"['Action-Adventure', 'Creature Collector', 'Exploration', 'Wholesome', 'Crafting', 'Sci-fi', 'Space', 'Action', 'Adventure', 'Cozy', 'Female Protagonist', 'Casual', 'Lore-Rich', 'Colorful', 'Cute', 'Cartoony', 'Singleplayer', 'Story Rich', 'Atmospheric', 'Emotional']",11 bit studios
2743850,Tricky Madness,2024-11-15,0.0,7.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2743850/header.jpg?t=1731682002,True,True,True,0,177,['English'],['English'],['Nathan Dearth'],184,6,0,0,0,2,97.0,185.0,"['Sports', 'Racing', 'Arcade', 'Exploration', '3D', 'Colorful', 'Snowboarding', 'Stylized', 'Third Person', 'Skiing', 'Controller', 'Physics', 'Singleplayer', 'Atmospheric', 'Indie', 'Simulation', 'Early Access']",Nathan Dearth
860020,EXFIL,2024-12-11,0.0,29.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/860020/header.jpg?t=1739427423,True,False,False,0,185,['English'],['English'],['MicroProse Software'],320,370,0,0,0,3,69.0,185.0,"['Early Access', 'War', 'FPS', 'Combat', 'First-Person', 'Realistic', 'Military', 'Simulation', 'Tactical', 'Team-Based', 'Wargame', 'Old School', 'Atmospheric', 'Action', 'Stealth', 'PvP', 'Survival', 'Strategy', 'Shooter', 'Cinematic']",MicroProse Software
2599370,DeathWatchers,2024-07-12,0.0,11.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2599370/header.jpg?t=1735041407,True,False,False,0,184,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']","['English', 'Simplified Chinese']",['Swain Games'],265,18,0,0,0,0,93.0,184.0,"['Online Co-Op', 'Horror', 'Psychological Horror', 'Hidden Object', 'Supernatural', 'Multiplayer', 'Co-op', 'Investigation', 'Demons', 'Strategy', 'Dark', 'Realistic', 'Atmospheric', 'First-Person', 'Singleplayer', 'Mystery', 'Early Access', '3D', 'Puzzle', 'Action']",Swain Games
2391900,Champion Shift,2024-06-21,0.0,6.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2391900/header.jpg?t=1725673028,True,False,False,0,182,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",['SRG Studios'],162,47,0,0,0,3,77.0,183.0,"['Action Roguelike', 'Bullet Hell', 'Hack and Slash', 'Twin Stick Shooter', 'Rogue-like', 'Rogue-lite', 'PvE', 'Online Co-Op', 'Action RPG', 'Arcade', 'Character Customization', 'RPG', '3D', 'Top-Down', 'Controller', 'Action', 'Colorful', 'Stylized', 'Fantasy', 'Mythology']",SRG Studios
2845090,The Last FARMER,2024-10-24,0.0,12.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2845090/header.jpg?t=1731409022,True,False,False,0,181,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Turkish', 'Swedish']","['English', 'Swedish']",['Midnight Games'],150,74,0,0,0,11,66.0,182.0,"['Survival', 'Post-apocalyptic', 'Base-Building', 'Zombies', 'Adventure', 'Action', 'Action-Adventure', 'Action RPG', 'Farming Sim', 'Exploration', 'Hidden Object', 'Alternate History', 'Dystopian ', 'Atmospheric', 'Crafting', 'Logic', 'Management', 'Dark', 'Survival Horror', 'Simulation']",Midnight Games
2406180,Knights Within,2024-05-15,0.0,17.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2406180/header.jpg?t=1731980729,True,False,False,0,182,['English'],['English'],['Indecision Labs'],197,5,0,0,0,2,97.0,182.0,"['Early Access', 'Action Roguelike', 'Hack and Slash', 'Third-Person Shooter', 'Replay Value', 'Difficult', 'Rogue-lite', 'PvE', 'Zombies', 'Shooter', 'Third Person', 'Post-apocalyptic', 'Alternate History', 'Swordplay', 'Gun Customization', 'Singleplayer', 'Procedural Generation', 'Online Co-Op', '3D', 'Medieval']",Indecision Labs
2017610,CORPUS EDAX,2024-09-05,0.0,17.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2017610/header.jpg?t=1741275179,True,False,False,0,180,['English'],['English'],['Luis G. Bento'],165,45,0,0,0,0,77.0,182.0,"['Immersive Sim', 'Singleplayer', 'First-Person', 'RPG', 'Action', 'Choices Matter', 'Female Protagonist', 'Exploration', 'Action-Adventure', 'Dark Humor', 'Multiple Endings', 'Story Rich', 'Dystopian ', 'Sci-fi', 'Immersive', 'Stealth', 'Atmospheric', 'Futuristic', 'Combat', 'Physics']",Luis G. Bento
2794610,Massacre At The Mirage,2024-10-28,0.0,12.49,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2794610/header.jpg?t=1739365005,True,False,False,0,176,['English'],['English'],['Assemble Entertainment'],213,24,0,0,0,3,88.0,181.0,"['Psychological Horror', 'Horror', 'Thriller', 'Survival Horror', 'Adventure', 'Mystery', 'Action', 'Survival', 'Action-Adventure', 'Immersive Sim', '3D', 'First-Person', 'Psychedelic', 'Realistic', 'Dark', 'Linear', 'Singleplayer', 'Indie', 'Gore']",Assemble Entertainment
1583850,Asleep - Ato 1,2024-05-09,0.0,7.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1583850/header.jpg?t=1737567812,True,True,True,0,177,"['English', 'Portuguese - Brazil', 'Spanish - Spain', 'French', 'Simplified Chinese']","['English', 'Portuguese - Brazil', 'Simplified Chinese']",['Nuuvem Inc'],376,15,0,0,0,1,94.0,181.0,"['Indie', 'Story Rich', 'Horror', 'Female Protagonist', 'Psychological Horror', 'Survival Horror', 'Point & Click', 'Dark', 'Puzzle', 'Adventure', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Stealth', 'Exploration', '2D', 'Atmospheric', 'Emotional', ""1990's"", 'Investigation']",Nuuvem Inc
2380340,Hazy Mind,2024-03-04,0.0,5.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2380340/header.jpg?t=1732898042,True,True,True,0,179,"['English', 'Ukrainian', 'Japanese', 'Turkish']","['English', 'Ukrainian', 'Turkish']",['betetiro'],187,25,0,0,40,1,86.0,181.0,"['Psychological Horror', 'Visual Novel', 'Adventure', 'Psychedelic', 'Story Rich', 'Psychological', 'Multiple Endings', 'Choices Matter', 'Anime', '2D', 'Horror', 'Female Protagonist', 'Conversation', 'Choose Your Own Adventure', 'Stylized', 'Text-Based', 'Singleplayer', 'Atmospheric', 'Surreal', 'Indie']",betetiro
2922410,Achilles: Survivor,2025-01-29,0.0,4.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2922410/header.jpg?t=1739517607,True,False,False,0,179,"['English', 'Polish', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']","['English', 'Simplified Chinese']",['Dark Point Games'],167,39,0,0,0,49,79.0,181.0,"['Adventure', 'Bullet Hell', 'Survival', 'Action Roguelike', 'Rogue-like', 'Rogue-lite', 'Action', 'Arcade', 'Dark', 'PvE', 'Early Access', 'Dark Fantasy', 'Action RPG', 'Score Attack', 'Top-Down', 'Historical', 'Controller', '3D', 'Casual', 'Singleplayer']",Dark Point Games
2591010,Silent Depth 2: Pacific,2024-07-16,0.0,12.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2591010/header.jpg?t=1739232431,True,False,False,0,178,['English'],['English'],['MicroProse Software'],109,73,0,0,0,7,58.0,180.0,"['Submarine', 'Action', 'Casual', 'World War II', 'Naval', 'Naval Combat', 'Early Access', 'Strategy', 'Vehicular Combat', 'Wargame', 'Combat', 'Singleplayer', 'Simulation', 'First-Person', 'Military', 'Controller', '3D']",MicroProse Software
1861440,CLeM,2024-02-06,0.0,9.59,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1861440/header.jpg?t=1740992650,True,False,False,79,177,"['English', 'Spanish - Spain', 'German', 'Korean', 'French', 'Dutch', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Catalan']","['English', 'Spanish - Spain', 'Catalan']",['Iceberg Interactive'],184,14,0,0,40,1,93.0,180.0,"['Mystery', 'Exploration', 'Puzzle', 'Escape Room', 'Female Protagonist', 'Psychological Horror', 'Multiple Endings', 'Atmospheric', 'Story Rich', 'Adventure', 'Investigation', 'Hand-drawn', 'Horror', 'Dark', 'Emotional', 'Supernatural', 'Magic', 'Crafting', 'Detective', 'Cute']",Iceberg Interactive
3180240,Tetris® Forever,2024-11-12,0.0,34.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3180240/header.jpg?t=1740590158,True,False,False,80,180,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Traditional Chinese']","['English', 'Traditional Chinese']",['Digital Eclipse'],131,60,0,0,0,6,68.0,180.0,"['Puzzle', 'Arcade', '2D', 'Casual', 'Split Screen', 'Controller', 'Colorful', 'Pixel Graphics', 'Family Friendly', 'Score Attack', '1980s', ""1990's"", 'Old School', 'Retro', '4 Player Local', 'Local Multiplayer', 'Singleplayer', 'Multiplayer']",Digital Eclipse
2673660,Sonar Shock,2024-05-24,0.0,7.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2673660/header.jpg?t=1719495912,True,False,True,0,179,['English'],['English'],['Raphael Bossniak'],165,26,0,0,0,0,86.0,179.0,"['Adventure', 'Action', 'FPS', 'RPG', 'Action RPG', 'Immersive Sim', 'Dungeon Crawler', 'Survival Horror', 'Lovecraftian', 'Exploration', 'Horror', 'First-Person', 'Atmospheric', 'Submarine', 'Cold War', 'Immersive', 'Story Rich', 'Supernatural', 'Indie', 'Character Customization']",Raphael Bossniak
2831060,Moving Houses,2024-10-01,0.0,12.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2831060/header.jpg?t=1737117841,True,False,False,0,178,"['English', 'Italian', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Russian', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']",['Gordon Little'],158,45,0,0,0,4,75.0,179.0,"['Psychological Horror', 'Horror', 'Simulation', 'Exploration', 'First-Person', 'Surreal', 'Immersive Sim', 'Puzzle-Platformer', 'Puzzle', 'Sandbox', 'Thriller', 'Physics', '3D', 'Cute', 'Funny', 'Dark Humor', 'Controller', 'Casual', 'Colorful', 'Stylized']",Gordon Little
2137470,Regency Solitaire II,2024-02-22,0.0,14.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2137470/header.jpg?t=1739805289,True,False,False,0,178,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']",['Grey Alien Games'],206,4,0,0,0,2,97.0,179.0,"['Solitaire', 'Puzzle', 'Visual Novel', 'Board Game', 'Card Game', 'Tabletop', 'Female Protagonist', 'Strategy', 'Cute', 'Funny', 'Historical', 'Relaxing', 'Romance', 'Linear', 'Story Rich', 'Casual', 'Family Friendly', 'Atmospheric', 'Drama', 'Singleplayer']",Grey Alien Games
3064670,Mushroom Season,2024-07-25,0.0,14.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3064670/header.jpg?t=1740159709,True,False,False,0,173,"['English', 'Polish']","['English', 'Polish']",['Actus Games'],170,10,0,0,0,48,93.0,179.0,"['Casual', 'Simulation', 'Sandbox', 'Walking Simulator', 'Immersive Sim', '3D', 'First-Person', 'Realistic', 'Driving', 'Atmospheric', 'Nature', 'Relaxing', 'Survival', 'Character Customization', 'Narration', 'Open World', 'Inventory Management', 'Resource Management', 'Singleplayer', 'Early Access']",Actus Games
2583300,Simulator of Ukraine 1991,2024-08-16,0.0,3.99,6,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2583300/header.jpg?t=1734206111,True,True,True,0,179,"['English', 'Ukrainian']","['English', 'Ukrainian']",['Almost Games'],176,14,0,0,0,0,92.0,179.0,"['Strategy', 'Alternate History', 'Simulation', 'Grand Strategy', 'Political Sim', ""1990's"", 'Singleplayer', 'Lore-Rich', 'Top-Down', 'RTS', 'Indie', 'Wargame', 'Real Time Tactics', 'Economy', 'Capitalism', 'Nonlinear']",Almost Games
1054950,Starstruck: Hands of Time,2024-09-16,0.0,19.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1054950/header.jpg?t=1738291117,True,False,False,0,177,"['English', 'Japanese', 'Russian', 'Korean', 'Portuguese - Brazil', 'Spanish - Latin America', 'Simplified Chinese']","['English', 'Simplified Chinese']","['Createdelic, LLC']",194,9,0,0,0,0,94.0,178.0,"['Rhythm', 'Time Travel', 'Story Rich', 'Physics', 'Narrative', 'Music', 'Experimental', 'Surreal', 'Comedy', 'Psychedelic', 'Well-Written', 'Cartoony', 'Nonlinear', 'Short', 'Indie', 'Adventure', 'Action', 'RPG', 'Casual', 'Gore']","Createdelic, LLC"
2598980,Oh Baby Kart,2024-10-08,0.0,0.0,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2598980/header.jpg?t=1733706369,True,True,False,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Traditional Chinese']",['Oh Baby Games'],146,31,0,0,0,10,82.0,178.0,"['Racing', 'Arcade', 'Multiplayer', 'Combat Racing', 'PvP', 'PvE', 'Casual', 'Singleplayer', 'Team-Based', 'Controller', 'Combat', 'Colorful', 'Stylized', 'Co-op', 'Score Attack', 'Adventure', 'Online Co-Op', '3D', 'Psychological Horror', 'Early Access']",Oh Baby Games
3077020,DOKAPON! Sword of Fury,2025-01-21,0.0,24.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3077020/header.jpg?t=1737508580,True,False,False,0,166,"['English', 'Japanese']","['English', 'Japanese']",['Sting'],153,21,0,0,0,562,88.0,177.0,"['Casual', 'Strategy', 'Board Game', 'JRPG', 'Multiplayer', 'RPG', 'CRPG', 'Pixel Graphics', 'Comedy', 'Funny', 'Fantasy', 'PvP', 'Singleplayer', '4 Player Local', 'PvE', 'Local Multiplayer']",Sting
2539520,Z.O.N.A: Origin,2024-08-26,0.0,14.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2539520/header.jpg?t=1738180787,True,False,False,0,177,"['English', 'German', 'Russian', 'Ukrainian', 'Simplified Chinese']","['English', 'Russian', 'Ukrainian', 'Simplified Chinese']",['AGaming+'],162,21,0,0,25,1,88.0,177.0,"['Early Access', 'Shooter', 'Open World', 'Action', 'Adventure', 'Exploration', 'Post-apocalyptic', 'VR', 'RPG', 'Horror', 'Story Rich', 'Gun Customization', 'Realistic', 'Action RPG', 'Sci-fi', 'Stealth', 'Atmospheric', 'Survival', 'Physics', 'Survival Horror']",AGaming+
2928700,exclusive memory,2024-09-29,0.0,10.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2928700/header.jpg?t=1728123776,True,False,False,0,176,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']","['Simplified Chinese', 'Traditional Chinese', 'Korean']",['JBDX工作室'],175,19,0,0,0,5,90.0,177.0,"['Simulation', 'Sexual Content', 'Dating Sim', 'FMV', 'Singleplayer', 'Story Rich', 'Strategy', 'Mystery', 'Time Management', 'Adventure', 'RPG', 'Indie']",JBDX工作室
2201810,筮灵 SHILING,2024-05-16,0.0,7.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2201810/header.jpg?t=1732696525,True,False,False,0,176,['Simplified Chinese'],['Simplified Chinese'],['Mammorize'],159,58,0,0,0,2,70.0,176.0,"['Visual Novel', 'Psychological Horror', 'Mystery', 'Thriller', 'Story Rich', 'RPG', 'Fantasy', 'Multiple Endings', 'Interactive Fiction', 'Horror', 'Dating Sim', 'Word Game', 'Puzzle', 'Clicker', 'CRPG', '2D', 'Anime', 'Drama', 'Detective', 'Singleplayer']",Mammorize
3043740,Calculate It,2024-07-05,0.0,3.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3043740/header.jpg?t=1720212789,True,False,False,0,167,"['English', 'Russian']","['English', 'Russian']",['SVGames'],155,21,0,0,0,1,88.0,175.0,"['Early Access', 'Simulation', 'Rogue-like', 'Puzzle', 'Turn-Based', 'Deckbuilding', 'Automation', 'Rogue-lite', '2D', 'Minimalist', 'Pixel Graphics', 'Logic', 'Relaxing', 'Modern', 'Tactical', 'Economy', 'Turn-Based Tactics', 'Singleplayer', 'Strategy', 'Clicker']",SVGames
2473640,EcoGnomix,2024-09-30,0.0,11.99,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2473640/header.jpg?t=1741271815,True,False,False,0,175,"['English', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'French']","['English', 'French']","['Untold Tales', 'Gamersky Games']",190,48,0,0,40,15,77.0,175.0,"['Rogue-lite', 'Turn-Based Combat', 'City Builder', 'Strategy', 'Turn-Based Strategy', 'Building', 'Loot', 'Action Roguelike', 'Turn-Based Tactics', 'Base-Building', 'Economy', 'Hex Grid', 'Rogue-like', 'Replay Value', 'Isometric', 'Procedural Generation', '3D', 'Singleplayer', 'Colorful', 'Simulation']",Untold Tales
2765460,Star Trek Legends,2024-09-02,0.0,19.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2765460/header.jpg?t=1725282015,True,False,False,0,172,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']","['English', 'Turkish']",['Tilting Point'],126,60,0,0,0,11,68.0,175.0,"['Action', 'Adventure', 'RPG', 'Early Access', 'Space', 'Sci-fi', 'Action RPG', 'Combat', 'Exploration']",Tilting Point
1293910,Read Only Memories: NEURODIVER,2024-05-15,0.0,7.49,2,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1293910/header.jpg?t=1736211713,True,True,True,0,174,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']","['English', 'Spanish - Latin America']",['Chorus Worldwide Games'],135,56,0,0,50,1,69.0,174.0,"['Cyberpunk', 'Visual Novel', 'Interactive Fiction', 'Story Rich', 'Noir', 'Atmospheric', 'Point & Click', 'Multiple Endings', 'Choices Matter', 'Conversation', 'Stylized', 'Sci-fi', 'Comic Book', 'Emotional', '2D', 'Adventure', 'Futuristic', 'Narrative', 'Singleplayer', 'Anime']",Chorus Worldwide Games
3380740,Boo! Are you scared? The Chests Game,2025-01-09,0.0,2.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3380740/header.jpg?t=1738089981,True,False,False,0,173,"['English', 'Russian', 'Simplified Chinese']","['English', 'Russian', 'Simplified Chinese']",['Inanity Catchers Team'],168,11,0,0,0,46,94.0,173.0,"['Card Game', 'Indie', 'Horror', 'Memes', 'Casual', 'Dark', 'Gambling', 'Strategy', 'Atmospheric', 'PvE', 'First-Person', 'Singleplayer', 'Puzzle', 'Psychological Horror', 'Hentai']",Inanity Catchers Team
2959610,Cabin Crew Life Simulator,2025-02-19,0.0,12.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2959610/header.jpg?t=1740800268,True,False,False,0,165,"['English', 'French', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'German', 'Polish', 'Portuguese - Portugal', 'Spanish - Latin America', 'Italian', 'Turkish', 'Vietnamese']","['English', 'Vietnamese']",['SOGA Std'],139,38,0,0,0,136,78.0,173.0,"['Simulation', 'Life Sim', 'Flight', 'Indie', '3D', 'First-Person', 'Funny', 'Character Customization', 'Casual', 'Female Protagonist', 'Singleplayer', 'Early Access', 'Management', 'Realistic', 'Transportation', 'Sandbox', 'Exploration', 'Atmospheric', 'Capitalism', 'Economy']",SOGA Std
2078910,汉尘：腐草为萤,2025-01-20,0.0,7.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2078910/header.jpg?t=1738115828,True,False,False,0,172,['Simplified Chinese'],['Simplified Chinese'],"['兰廷科技 Lanting Technology Co., Ltd.']",187,69,0,0,0,23,72.0,173.0,"['Early Access', 'Survival', 'RPG', 'Life Sim', '2D', 'Singleplayer', 'Character Customization', 'Strategy', 'Farming Sim', 'Action-Adventure', 'Simulation', 'Exploration', 'Drama', 'Historical', 'Adventure', 'Action', 'Creature Collector', 'Indie', 'Strategy RPG', 'Multiple Endings']","兰廷科技 Lanting Technology Co., Ltd."
2791020,定制女友,2024-04-27,0.0,8.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2791020/header.jpg?t=1714287482,True,False,False,0,173,"['English', 'Simplified Chinese']",['Simplified Chinese'],['deep field'],164,37,0,0,0,0,79.0,173.0,"['RPG', 'Dating Sim', 'Immersive Sim', 'Multiple Endings', 'Interactive Fiction', 'FMV', 'Visual Novel', 'Exploration', 'Choose Your Own Adventure', 'Cinematic', 'Drama', 'First-Person', 'Emotional', 'Atmospheric', 'Romance', 'Simulation', 'Story Rich', 'Singleplayer', 'Sexual Content']",deep field
2903160,Midori no Kaori,2024-11-27,0.0,9.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2903160/header.jpg?t=1733493023,True,False,False,0,173,['English'],['English'],['TheLaba'],180,4,0,0,0,5,97.0,173.0,"['Early Access', 'Relaxing', 'Clicker', 'Building', 'Cinematic', 'Emotional', 'Atmospheric', 'City Builder', 'Design & Illustration', 'Visual Novel', 'Cooking', 'Sandbox', 'Cute', 'Base-Building', '3D', 'Top-Down', 'Isometric', 'Funny', 'Management', 'Anime']",TheLaba
2774540,G.O.P.O.T.A 2,2024-02-21,0.0,0.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2774540/header.jpg?t=1708523315,True,False,False,0,170,"['English', 'Russian']",['Russian'],['VD Games'],120,63,0,0,40,0,65.0,173.0,"['Life Sim', 'Dark Humor', 'First-Person', 'Memes', 'Funny', 'Indie', 'Casual', 'Walking Simulator', 'Satire', 'Simulation', 'Choose Your Own Adventure', 'Exploration', 'Adventure', 'Realistic', 'Action', 'Psychological', 'Relaxing', 'Singleplayer', 'Perma Death', 'RPG']",VD Games
2431700,Vampire: The Masquerade - Justice,2024-02-06,0.0,29.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2431700/header.jpg?t=1730278931,True,False,False,0,171,"['English', 'French', 'German', 'Japanese', 'Korean', 'Spanish - Latin America', 'Simplified Chinese']","['English', 'Simplified Chinese']",['Fast Travel Games'],120,57,0,0,0,0,67.0,172.0,"['Adventure', 'RPG', 'VR', 'Blood', 'Vampire', 'Horror', 'Stealth', 'Dark', 'Singleplayer', 'First-Person', 'Realistic', 'Action RPG', 'Action-Adventure', '3D', 'Assassin', 'Atmospheric', 'Hunting', 'Lore-Rich', 'Supernatural', 'Underground']",Fast Travel Games
2642700,鬼打墙（剧情版）,2024-01-05,0.0,5.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2642700/header.jpg?t=1711091736,True,False,False,0,172,['Simplified Chinese'],['Simplified Chinese'],['KX GAMES'],162,58,0,0,0,1,69.0,172.0,"['Adventure', 'RPG', 'Action', 'Puzzle', 'Action-Adventure', 'Horror', 'Puzzle-Platformer', 'Exploration', 'First-Person', 'Thriller', 'Atmospheric', 'Indie', 'Supernatural', 'Survival Horror', 'Stealth', 'Singleplayer', 'Linear']",KX GAMES
2314650,Gray Haven : Witch's Garden,2024-11-21,0.0,21.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2314650/header.jpg?t=1736573381,True,False,False,0,171,"['Korean', 'English', 'Japanese', 'Spanish - Spain', 'Simplified Chinese']","['Japanese', 'Simplified Chinese']",['NINEHECTARE'],58,35,0,0,0,0,71.0,172.0,"['Action RPG', 'Sexual Content', 'Visual Novel', 'Female Protagonist', 'LGBTQ+', 'NSFW', 'Anime', 'Dungeon Crawler', 'Hack and Slash', 'Adventure', 'Action-Adventure', 'Nudity', 'RPG', 'Indie', 'JRPG', 'Cute', 'Top-Down', 'Casual', 'Early Access', 'Singleplayer']",NINEHECTARE
2507620,The Quintessential Quintuplets - Five Memories Spent With You,2024-05-23,0.0,17.49,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2507620/header.jpg?t=1738229917,True,False,False,0,169,"['English', 'Japanese', 'Traditional Chinese']","['Japanese', 'Traditional Chinese']","['Spike Chunsoft Co., Ltd.']",178,4,0,0,50,7,98.0,172.0,"['Adventure', 'Visual Novel', 'Anime', 'Comedy', 'Singleplayer', 'Romance']","Spike Chunsoft Co., Ltd."
2722360,Escape Memoirs: Safe House,2024-07-19,0.0,9.99,0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2722360/header.jpg?t=1734637582,True,False,False,0,171,['English'],['English'],['0 Deer Soft'],186,14,0,0,0,6,92.0,171.0,"['Escape Room', 'Co-op', 'Multiplayer', 'Logic', 'Investigation', 'Online Co-Op', 'Realistic', 'Puzzle', 'Hidden Object', 'Exploration', '3D', 'Adventure', 'Singleplayer', 'Mystery', 'Casual', 'Detective', 'First-Person', 'Relaxing', 'Atmospheric', 'Linear']",0 Deer Soft
2146570,RKGK / Rakugaki,2024-05-22,0.0,19.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2146570/header.jpg?t=1740814956,True,False,False,76,171,"['English', 'Spanish - Latin America', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Simplified Chinese', 'Japanese']","['English', 'Spanish - Latin America', 'Japanese']",['Wabisabi Games'],153,41,0,0,0,0,76.0,171.0,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Atmospheric', 'Third Person', 'Anime', 'Platformer', 'Female Protagonist', 'Parkour', 'Fast-Paced', 'Robots', 'Futuristic', 'Controller', 'Colorful', 'Dystopian ', '3D Platformer', 'Stylized', '3D', 'Music']",Wabisabi Games
2332240,Beyond Shadowgate,2024-09-19,0.0,17.99,1,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2332240/header.jpg?t=1727352234,True,False,False,0,171,['English'],['English'],['Zojoi LLC.'],242,11,0,0,0,2,94.0,171.0,"['Adventure', 'Point & Click', 'Exploration', '2D', 'First-Person', 'Pixel Graphics', 'Fantasy', 'Retro', 'Mystery', 'Multiple Endings', 'Story Rich', 'Singleplayer']",Zojoi LLC.
